person_number,pid,level,func_dept,region,emailcount,meetingcount,centrality,emailcount_int,meetingcount_int,emailcount_ext,meetingcount_ext,attainquota
297,1023,Junior,Sales,South,5788,113,0.13778505,2866,89,2922,24,77.753113
298,1026,Junior,G&A,Central,3562,125,0.16077389,1640,104,1922,21,NA
299,1028,Junior,Sales,South,5495,71,0.17129287,3815,56,1680,15,132.40446
300,1029,Junior,Operations,Central,3446,0,0.15327896,2484,0,962,0,NA
301,1032,MidLevel,G&A,Central,6371,1966,0.42017734,5961,1722,410,244,NA
302,1035,MidLevel,HR,Central,2823,1034,0.24744652,1835,878,988,156,NA
303,1036,Junior,G&A,Central,6465,999,0.40053156,5157,887,1308,112,NA
304,1039,Junior,G&A,Central,7785,1315,0.61227101,6165,1161,1620,154,NA
305,1042,Junior,G&A,Central,1167,962,0.19947417,989,862,178,100,NA
306,1043,Junior,G&A,Central,1594,0,0.17992058,1280,0,314,0,NA
307,1044,Junior,R&D,Central,3217,0,0.27969211,2261,0,956,0,NA
308,1047,Exec,G&A,Central,3997,1342,0.31305626,3995,1196,2,146,NA
309,1049,Junior,G&A,Central,2138,191,0.28998867,1728,164,410,27,NA
310,1050,Junior,HR,Central,10604,1484,0.50547385,7662,1228,2942,256,NA
311,1051,MidLevel,HR,Central,13865,1720,0.52139258,8533,1431,5332,289,NA
312,1052,Exec,Marketing,Central,6678,0,0.32130247,4248,0,2430,0,NA
313,1053,Junior,R&D,Central,896,702,0.11760521,808,641,88,61,NA
314,1054,MidLevel,Marketing,Central,12956,2053,0.47055033,8540,1780,4416,273,NA
315,1055,MidLevel,Product Management,Central,9296,0,0.34657443,6138,0,3158,0,NA
316,1058,Exec,Marketing,Central,4608,0,0.30901259,4308,0,300,0,NA
317,1059,Exec,Marketing,Central,10848,1269,0.41454113,6958,1065,3890,204,NA
318,1064,MidLevel,G&A,Central,4159,1513,0.30107298,3827,1367,332,146,NA
319,1071,Junior,Operations,West,12403.3,5035,0.58497369,6843,4205,5560.3,830,NA
320,1081,MidLevel,Marketing,South,7824,335,0.31502032,5820,265,2004,70,NA
321,1115,Junior,Operations,South,14576,113,0.13338679,5508,110,9068,3,NA
322,1116,MidLevel,Marketing,East,7477,0,0.37553495,5325,0,2152,0,NA
323,1127,Junior,Operations,East,5276,0,0.22243205,4634,0,642,0,NA
324,1151,Junior,Operations,West,4004,975,0.19801167,3606,898,398,77,NA
325,1152,Junior,G&A,East,3199,0,0.20718944,2241,0,958,0,NA
326,1160,Junior,R&D,South,1086,65,0.059583299,696,13,390,52,NA
327,1163,Junior,Marketing,East,4687,0,0.24642578,2707,0,1980,0,NA
328,1167,Junior,Operations,South,706,0,0.090713285,702,0,4,0,NA
329,1168,Junior,G&A,East,3858,0,0.28256795,3400,0,458,0,NA
330,1169,Junior,G&A,Central,1624,0,0.10104945,1042,0,582,0,NA
331,1171,Junior,Operations,South,498,20,0.044925801,498,16,0,4,NA
332,1174,Junior,Operations,West,2134,101,0.075542979,1786,94,348,7,NA
333,1175,Junior,Operations,West,3180,7,0.20257887,2222,7,958,0,NA
334,1177,Junior,Operations,West,2973,588,0.21477883,1947,550,1026,38,NA
335,1178,Junior,G&A,East,6319,0,0.32567999,5321,0,998,0,NA
336,1179,Junior,Sales,East,8170,213,0.22365642,4572,183,3598,30,157.73035
337,1180,Junior,Operations,West,1766,813,0.19694023,1356,446,410,367,NA
338,1181,Junior,HR,South,4060,78,0.15366888,2728,61,1332,17,NA
339,1182,Junior,Sales,East,7947,95,0.23985887,5741,86,2206,9,67.319794
340,1183,Junior,Marketing,South,1842,100,0.10589226,1438,95,404,5,NA
341,1184,Junior,Operations,South,196,0,0.028525744,194,0,2,0,NA
342,1193,Junior,Marketing,Central,12767,0,0.30170754,7299,0,5468,0,NA
343,1234,MidLevel,Marketing,Central,6977,206,0.20279346,5745,169,1232,37,NA
344,1246,Junior,Marketing,Central,8400,0,0.36710605,5568,0,2832,0,NA
345,1254,MidLevel,Marketing,Central,3719,17,0.16890974,2155,11,1564,6,NA
346,1272,Junior,Operations,South,2122,44,0.14347923,1762,34,360,10,NA
347,1285,Junior,Operations,West,16555,765,0.36735931,5679,652,10876,113,NA
348,1291,Junior,Operations,South,884,64,0.056706727,790,54,94,10,NA
349,1311,MidLevel,Operations,West,4298,1598,0.20754056,3404,1477,894,121,NA
350,1313,Junior,HR,South,1091,16,0.06911578,1065,11,26,5,NA
351,1314,MidLevel,Operations,South,4485,502,0.13171998,2525,315,1960,187,NA
352,1315,Junior,Operations,South,4933,213,0.050271783,2493,198,2440,15,NA
353,1317,Junior,Operations,South,601,0,0.007237426,511,0,90,0,NA
354,1326,Junior,Operations,West,13407.3,4115,0.48903251,7619,3458,5788.3,657,NA
355,1328,Junior,Operations,South,773,105,0.01282909,449,97,324,8,NA
356,1354,Junior,R&D,West,2805,230,0.21137451,2021,192,784,38,NA
357,1357,MidLevel,Operations,West,2716,1669,0.10790308,2166,1004,550,665,NA
358,1358,Junior,R&D,West,1872,0,0.2500838,1862,0,10,0,NA
359,1362,MidLevel,G&A,West,6672,162,0.40405294,5100,136,1572,26,NA
360,1378,Junior,G&A,West,7762,265,0.31298092,4952,194,2810,71,NA
361,1384,Junior,G&A,West,10207,312,0.34637281,7997,243,2210,69,NA
362,1389,Junior,Operations,West,10315,83,0.16652808,4395,63,5920,20,NA
363,1398,MidLevel,G&A,West,7147,1192,0.39481547,6369,1002,778,190,NA
364,1400,Junior,Operations,West,1192,0,0.12795237,874,0,318,0,NA
365,1404,Exec,G&A,West,2834,1150,0.22441454,2582,1027,252,123,NA
366,1407,Junior,R&D,West,5347,0,0.11190782,2813,0,2534,0,NA
367,1409,Junior,G&A,West,8107,0,0.39262819,5669,0,2438,0,NA
368,1425,Junior,Operations,West,7639,1622,0.21334991,4173,1160,3466,462,NA
369,1426,Junior,R&D,West,2173,573,0.10274866,1585,405,588,168,NA
370,1427,Junior,Operations,West,1254,1791,0.083385549,1254,1231,0,560,NA
371,1432,Junior,Operations,West,899,35,0.037537728,829,29,70,6,NA
372,1435,Junior,R&D,West,418,0,0.031067427,382,0,36,0,NA
373,1440,Junior,R&D,West,4576,0,0.10292679,2624,0,1952,0,NA
374,1442,MidLevel,R&D,West,2226,2243,0.17928258,1686,1255,540,988,NA
375,1446,Junior,R&D,West,1715,1481,0.11133015,1687,874,28,607,NA
376,1450,Junior,Operations,West,6632,79,0.099532127,6268,79,364,0,NA
377,1451,Junior,G&A,West,3536,26,0.17156748,2844,25,692,1,NA
378,1452,Junior,G&A,West,4875,285,0.26647297,3399,261,1476,24,NA
379,1453,MidLevel,G&A,West,5714,1066,0.42249009,4706,922,1008,144,NA
380,1454,Junior,Operations,West,750,0,0.025471183,714,0,36,0,NA
381,1455,Junior,Operations,West,925,246,0.034713313,579,207,346,39,NA
382,1459,Junior,Operations,West,1992,390,0.053768467,1266,342,726,48,NA
383,1460,MidLevel,G&A,West,4280,263,0.20626073,2816,234,1464,29,NA
384,1461,Junior,G&A,West,2860,135,0.24157776,1948,123,912,12,NA
385,1465,Junior,Operations,West,1849,650,0.23325929,1771,499,78,151,NA
386,1467,Junior,Operations,West,17189,636,0.8231824,13005,485,4184,151,NA
387,1472,MidLevel,G&A,West,2692,0,0.21343635,2132,0,560,0,NA
388,1474,MidLevel,Operations,West,3919,646,0.1969438,2695,565,1224,81,NA
389,1475,MidLevel,Operations,West,3638,1090,0.2365866,3638,998,0,92,NA
390,1476,MidLevel,Operations,West,8584,1377,0.32782033,8024,1270,560,107,NA
391,1477,Junior,Operations,West,5513,745,0.1164891,4879,680,634,65,NA
392,1479,Junior,Operations,West,4964,241,0.2946074,3300,225,1664,16,NA
393,1498,MidLevel,Operations,West,2561,0,0.12321857,1855,0,706,0,NA
394,1500,MidLevel,Operations,West,2897,553,0.29402977,2883,501,14,52,NA
395,1501,MidLevel,Operations,West,5848,1727,0.15667926,4930,1257,918,470,NA
396,1502,MidLevel,G&A,West,3083,404,0.20183346,2703,328,380,76,NA
397,1509,Junior,Operations,South,2261,479,0.073316954,1855,302,406,177,NA
398,1513,Junior,G&A,West,5652,770,0.39599913,4000,705,1652,65,NA
399,1514,Junior,Operations,West,11801,1421,0.2690531,5317,1250,6484,171,NA
400,1515,Junior,Operations,West,11517,514,0.29147148,5199,434,6318,80,NA
401,1524,Junior,Operations,West,6760,0,0.28662622,4748,0,2012,0,NA
402,1548,Junior,Operations,South,9018,938,0.14702883,4818,636,4200,302,NA
403,1560,Junior,Operations,East,3101,0,0.16671866,3089,0,12,0,NA
404,1563,Junior,G&A,West,2154,322,0.21263276,1826,244,328,78,NA
405,1564,MidLevel,Operations,West,3314,0,0.17704765,3312,0,2,0,NA
406,1572,Junior,Sales,South,4403,87,0.14376748,2327,57,2076,30,119.61892
407,1589,Junior,Operations,West,1539,28,0.066741973,1011,27,528,1,NA
408,1600,MidLevel,Operations,South,10387,362,0.10799856,6449,263,3938,99,NA
409,1604,Junior,Operations,East,15586,0,0.23671518,6688,0,8898,0,NA
410,1605,Junior,Operations,East,6492,0,0.23707631,4338,0,2154,0,NA
411,1610,MidLevel,Operations,West,2583,1713,0.16170679,2431,1695,152,18,NA
412,1611,MidLevel,Operations,West,2517,2453,0.17996787,2165,2382,352,71,NA
413,1612,MidLevel,Operations,West,1703,0,0.11275607,1651,0,52,0,NA
414,1613,MidLevel,Operations,West,1560,0,0.10362924,1556,0,4,0,NA
415,1614,MidLevel,Operations,West,3711,2184,0.19237654,3521,2183,190,1,NA
416,1616,MidLevel,Operations,West,2993,1351,0.13747522,2613,1215,380,136,NA
417,1622,MidLevel,Operations,West,3554,1803,0.13749009,2882,1597,672,206,NA
418,1623,MidLevel,Operations,West,3394,1354,0.11425914,3032,1209,362,145,NA
419,1625,MidLevel,Operations,West,15577,1201,0.33667895,11803,1081,3774,120,NA
420,1627,Junior,G&A,West,6188,439,0.22443752,4122,397,2066,42,NA
421,1628,Junior,G&A,West,1235,543,0.11411239,1225,518,10,25,NA
422,1630,MidLevel,Operations,West,2983,0,0.15780397,2833,0,150,0,NA
423,1643,Junior,R&D,South,3621,595,0.065614924,2289,482,1332,113,NA
424,1649,Junior,R&D,South,1490,0,0.070267253,1066,0,424,0,NA
425,1659,MidLevel,Operations,South,3524,198,0.15617631,2158,172,1366,26,NA
426,1681,Junior,G&A,West,6695,724,0.28468937,4915,677,1780,47,NA
427,1683,Junior,G&A,West,3572,233,0.15813096,3090,227,482,6,NA
428,1684,Junior,G&A,West,3023,171,0.20026997,2755,158,268,13,NA
429,1685,MidLevel,G&A,West,2419,731,0.1441599,2417,672,2,59,NA
430,1686,Junior,G&A,West,5440,891,0.17695044,4278,820,1162,71,NA
431,1687,Junior,G&A,West,326,9,0.070479617,326,8,0,1,NA
432,1688,Junior,G&A,West,4441,142,0.31360379,3809,138,632,4,NA
433,1689,Junior,G&A,West,2549,276,0.19300959,1845,258,704,18,NA
434,1699,Junior,G&A,West,1536,0,0.17117301,1450,0,86,0,NA
435,1710,Junior,G&A,West,1078,154,0.11940827,934,96,144,58,NA
436,1718,Junior,G&A,West,1123,325,0.14319827,1123,290,0,35,NA
437,1720,Junior,Operations,West,5491,76,0.30053154,5153,76,338,0,NA
438,1723,Junior,G&A,West,4846,28,0.35606542,4072,24,774,4,NA
439,1759,MidLevel,Operations,West,13237,0,0.28028652,12183,0,1054,0,NA
440,1763,Junior,G&A,West,6029,28,0.25818098,4145,28,1884,0,NA
441,1792,MidLevel,G&A,East,2449,0,0.13835593,2109,0,340,0,NA
442,1800,Junior,Operations,East,9713,0,0.25838968,2477,0,7236,0,NA
443,1803,Junior,G&A,West,7927,86,0.32035726,5879,84,2048,2,NA
444,1804,Junior,Operations,West,2105,426,0.086119682,1733,403,372,23,NA
445,1812,Junior,Operations,West,1937,0,0.11670271,1733,0,204,0,NA
446,1813,Junior,Operations,West,3807,172,0.037675418,3413,162,394,10,NA
447,1814,Junior,G&A,West,924,11,0.038053587,820,11,104,0,NA
448,1815,Junior,G&A,East,1243,0,0.064688005,787,0,456,0,NA
449,1817,MidLevel,Operations,West,2938,328,0.13843694,2122,305,816,23,NA
450,1818,Junior,Operations,West,514,348,0.03966837,496,324,18,24,NA
451,1976,Junior,G&A,East,7125,0,0.29292059,5317,0,1808,0,NA
452,1992,MidLevel,Marketing,East,11887,0,0.30010805,7819,0,4068,0,NA
453,2010,MidLevel,G&A,East,5118,0,0.33944169,3882,0,1236,0,NA
454,2017,Junior,G&A,East,1068,0,0.09010718,820,0,248,0,NA
455,2076,MidLevel,G&A,East,10341,0,0.38134375,9067,0,1274,0,NA
456,2077,MidLevel,G&A,East,7350,0,0.36517757,5880,0,1470,0,NA
457,2079,Junior,Sales,East,2336,202,0.16533242,1330,193,1006,9,84.830757
458,2168,MidLevel,Operations,East,4540,2014,0.40679848,3808,1594,732,420,NA
459,2198,Junior,Sales,East,1564,429,0.1201423,1296,399,268,30,156.3708
460,2204,MidLevel,Operations,East,18812,0,0.31120992,12204,0,6608,0,NA
461,2205,Junior,Operations,East,1956,0,0.10562685,1310,0,646,0,NA
462,2207,Junior,Sales,East,760,288,0.029102221,460,246,300,42,28.230518
463,2216,Junior,Operations,East,2582,0,0.2129806,1868,0,714,0,NA
464,2219,Junior,Operations,East,8748,0,0.25520658,6766,0,1982,0,NA
465,2224,Junior,G&A,East,1130,0,0.074431762,1004,0,126,0,NA
466,2232,Junior,Operations,East,11058,0,0.28374851,6474,0,4584,0,NA
467,2233,MidLevel,G&A,East,6041,0,0.4454419,5055,0,986,0,NA
468,2235,Junior,G&A,East,3576,0,0.21408615,2916,0,660,0,NA
469,2244,Junior,G&A,East,4731,0,0.27604821,3657,0,1074,0,NA
470,2253,Junior,G&A,East,2633,0,0.17989366,2329,0,304,0,NA
471,2292,Exec,Sales,South,8567,138,0.33731475,6059,129,2508,9,158.22342
472,2308,Junior,G&A,East,3479,0,0.16434383,2625,0,854,0,NA
473,2309,Junior,Operations,East,3141,0,0.21448535,2643,0,498,0,NA
474,2336,Junior,Sales,East,5625,313,0.10833041,3203,283,2422,30,128.80426
475,2348,Junior,G&A,Central,1482,0,0.10019743,1350,0,132,0,NA
476,2349,Exec,Operations,South,4475,110,0.28191376,4055,87,420,23,NA
477,2350,MidLevel,G&A,Central,10897,184,0.2444973,4355,165,6542,19,NA
478,2355,MidLevel,Operations,West,2422,24,0.090579607,2320,24,102,0,NA
479,2356,MidLevel,Operations,West,3110,0,0.15814887,2728,0,382,0,NA
480,2357,MidLevel,Operations,West,6365,37,0.20195314,5285,18,1080,19,NA
481,2358,MidLevel,Operations,West,1875,25,0.067820452,1623,25,252,0,NA
482,2359,MidLevel,Operations,West,1941,0,0.12399699,1839,0,102,0,NA
483,2361,Junior,Operations,West,598,0,0.021734932,580,0,18,0,NA
484,2362,MidLevel,Operations,West,4724,41,0.27230775,4724,22,0,19,NA
485,2363,Junior,Operations,West,3628,27,0.11802368,1972,27,1656,0,NA
486,2365,MidLevel,Operations,West,1472,0,0.046372354,1344,0,128,0,NA
487,2369,MidLevel,Operations,West,5079,0,0.13109966,3385,0,1694,0,NA
488,2370,Junior,Operations,West,2463,0,0.1530426,2449,0,14,0,NA
489,2371,Junior,Operations,South,2182,32,0.13928369,1770,32,412,0,NA
490,2372,Junior,Operations,West,237,0,0.016430778,235,0,2,0,NA
491,2373,Junior,Operations,West,6804,0,0.12173908,6372,0,432,0,NA
492,2380,Junior,G&A,West,533,0,0.046540897,531,0,2,0,NA
493,2381,MidLevel,Operations,West,2774,0,0.10110641,2446,0,328,0,NA
494,2383,MidLevel,Operations,West,13122,63,0.22171436,12000,61,1122,2,NA
495,2384,MidLevel,Operations,West,4172,0,0.087574899,4114,0,58,0,NA
496,2385,Junior,Operations,West,3532,181,0.096836694,2622,179,910,2,NA
497,2388,Junior,Operations,West,2267,0,0.035475954,1891,0,376,0,NA
498,2399,Junior,Operations,West,5043,240,0.041495074,4419,240,624,0,NA
499,2400,Junior,Operations,West,3472,146,0.026159812,3084,136,388,10,NA
500,2401,Junior,Operations,West,1548,0,0.06922698,1486,0,62,0,NA
501,2402,Junior,Operations,West,3156,0,0.022819128,2858,0,298,0,NA
502,2403,Junior,Operations,West,17362.3,396,0.089284286,9701.3,374,7661,22,NA
503,2404,Junior,Operations,West,2670,0,0.028281806,2482,0,188,0,NA
504,2405,Junior,Operations,West,3405,0,0.068220742,2773,0,632,0,NA
505,2406,MidLevel,Operations,West,7720,954,0.26958749,7418,887,302,67,NA
506,2407,Junior,Operations,West,3094,220,0.048244838,2882,220,212,0,NA
507,2408,Junior,Operations,West,2016,0,0.040627435,1848,0,168,0,NA
508,2409,Junior,Operations,West,2888,0,0.024736444,2638,0,250,0,NA
509,2410,Junior,Operations,West,2459,197,0.033578467,2251,197,208,0,NA
510,2411,Junior,Operations,West,1943,2,0.035436835,1831,2,112,0,NA
511,2412,Junior,Operations,West,4887,180,0.064624555,4287,178,600,2,NA
512,2414,Junior,Operations,West,2575,202,0.015546661,2381,192,194,10,NA
513,2415,Junior,Operations,West,1801,213,0.064257719,1783,203,18,10,NA
514,2417,Junior,Operations,West,3771,0,0.039928775,3467,0,304,0,NA
515,2418,Junior,Operations,West,1110,131,0.021655876,1084,131,26,0,NA
516,2419,Junior,Operations,West,3133,141,0.030083962,2843,131,290,10,NA
517,2420,Junior,Operations,West,4044,241,0.034441691,3772,231,272,10,NA
518,2421,Junior,Operations,West,3146,400,0.091722153,2892,386,254,14,NA
519,2422,Junior,Operations,West,1597,0,0.022502588,1541,0,56,0,NA
520,2423,Junior,Operations,West,2863,178,0.02630773,2643,178,220,0,NA
521,2424,Junior,Operations,West,2594,191,0.033635337,2492,191,102,0,NA
522,2425,Junior,Operations,West,2140,0,0.01560167,2028,0,112,0,NA
523,2426,Junior,Operations,West,1330,19,0.035531022,1136,12,194,7,NA
524,2427,Junior,Operations,West,17177.3,0,0.077056721,4459.3,0,12718,0,NA
525,2428,Junior,Operations,West,1576,142,0.014828802,1524,142,52,0,NA
526,2429,Junior,Operations,West,4064,307,0.075738281,3420,291,644,16,NA
527,2430,Junior,Operations,West,5703,0,0.090964869,3291,0,2412,0,NA
528,2432,Junior,Operations,West,2471,82,0.092936449,2005,82,466,0,NA
529,2433,Junior,Operations,West,2792,19,0.07936883,2320,19,472,0,NA
530,2434,Junior,Operations,West,4505,10,0.14046121,2239,10,2266,0,NA
531,2653,MidLevel,Operations,South,2549,142,0.19200061,2549,140,0,2,NA
532,2654,MidLevel,Operations,South,7141,19,0.11399233,2505,19,4636,0,NA
533,2657,Junior,Operations,West,3483,135,0.086708844,2563,86,920,49,NA
534,2724,Junior,Operations,West,5855,87,0.093142428,3815,87,2040,0,NA
535,2780,Junior,Operations,West,988,0,0.014722554,962,0,26,0,NA
536,2781,Junior,Operations,West,557,0,0.00439554,541,0,16,0,NA
537,2783,Junior,Operations,West,558,0,0.005285166,546,0,12,0,NA
538,2785,Junior,Operations,West,627,0,0.005549768,609,0,18,0,NA
539,2786,Junior,Operations,West,955,4,0.007418833,865,4,90,0,NA
540,3120,Junior,Operations,West,779,33,0.051914599,779,30,0,3,NA
541,3121,Junior,Operations,West,918,59,0.035941403,888,59,30,0,NA
542,3173,Junior,Operations,South,5309,113,0.11903836,3001,111,2308,2,NA
543,3243,Junior,Operations,Central,3466,0,0.15888384,3190,0,276,0,NA
544,3244,Junior,Sales,Central,3026,220,0.11374579,1916,201,1110,19,43.495632
545,3246,Junior,Operations,West,1937,0,0.067572318,1533,0,404,0,NA
546,3247,Junior,Operations,Central,2578,1,0.12056029,2278,1,300,0,NA
547,3248,Junior,Operations,West,1713,0,0.032411482,965,0,748,0,NA
548,3249,Junior,Operations,Central,1063,0,0.07155975,989,0,74,0,NA
549,3252,MidLevel,G&A,West,3068,207,0.165929,2316,154,752,53,NA
550,3254,Junior,Operations,West,2200,2133,0.12260415,2136,2014,64,119,NA
551,3262,Junior,Operations,West,2449,0,0.043158699,875,0,1574,0,NA
552,3267,Junior,Operations,West,4706,1137,0.22642897,4282,1113,424,24,NA
553,3268,Junior,Sales,South,4250,53,0.20912705,2882,52,1368,1,115.06937
554,3275,Junior,Operations,West,4516,78,0.072359249,2098,69,2418,9,NA
555,3277,Junior,Operations,Central,8992,990,0.179892,6760,710,2232,280,NA
556,3285,Junior,Operations,West,11124,197,0.10508402,10580,196,544,1,NA
557,3286,Junior,Operations,West,3463,0,0.080612421,3245,0,218,0,NA
558,3287,Junior,Operations,West,5503,0,0.11721244,4963,0,540,0,NA
559,3300,Junior,Operations,West,4616,65,0.23590347,2686,65,1930,0,NA
560,3301,Junior,Sales,Central,3248,64,0.091319226,2462,55,786,9,100.22358
561,3302,Junior,Operations,West,16570,0,0.16033955,14632,0,1938,0,NA
562,3309,Junior,Operations,West,3260,62,0.078867555,3208,52,52,10,NA
563,3312,Junior,Operations,West,1989,16,0.05122504,1749,16,240,0,NA
564,3315,MidLevel,Operations,West,7200,4,0.15283751,6624,4,576,0,NA
565,3329,Junior,Sales,Central,3441,103,0.13226566,2563,83,878,20,88.34021
566,3333,Junior,Operations,East,3868,0,0.17506504,3446,0,422,0,NA
567,3334,Junior,Operations,West,1120,117,0.065783314,1102,117,18,0,NA
568,3338,Exec,Operations,South,2452,57,0.16005671,1958,53,494,4,NA
569,3346,Junior,R&D,Central,1565,520,0.099969797,1325,416,240,104,NA
570,3348,Junior,Sales,Central,3261,419,0.087571323,2115,402,1146,17,141.69405
571,3354,Junior,Operations,South,5586,1,0.051868889,1202,1,4384,0,NA
572,3362,Junior,Operations,West,2583,0,0.059305958,2237,0,346,0,NA
573,3373,MidLevel,Operations,West,1451,72,0.048562407,1435,68,16,4,NA
574,3435,MidLevel,Operations,West,1249,1695,0.14477536,1249,1654,0,41,NA
575,3454,MidLevel,R&D,East,630,3,0.034313947,528,0,102,3,NA
576,3463,Junior,Operations,West,628,0,0.035528291,622,0,6,0,NA
577,3464,Junior,Operations,West,1286,0,0.049685724,1168,0,118,0,NA
578,3466,Junior,Operations,Central,1321,0,0.037249234,817,0,504,0,NA
579,3467,Junior,Operations,Central,2168,216,0.048288099,1352,43,816,173,NA
580,3714,Junior,G&A,East,972,0,0.12808366,824,0,148,0,NA
581,3935,Junior,Operations,East,1213,0,0.061018724,853,0,360,0,NA
582,3938,Junior,Operations,East,1708,0,0.096976079,1600,0,108,0,NA
583,3997,MidLevel,G&A,East,18448.3,0,0.6653834,14609,0,3839.3,0,NA
584,3999,Junior,G&A,East,4798,0,0.26466575,3934,0,864,0,NA
585,4000,Junior,G&A,East,2886,0,0.16981398,2328,0,558,0,NA
586,4003,Junior,G&A,East,1480,0,0.13377237,1072,0,408,0,NA
587,4005,Junior,G&A,East,7705,0,0.26920533,4649,0,3056,0,NA
588,4026,Junior,G&A,East,1461,0,0.14433935,1401,0,60,0,NA
589,4035,Junior,Operations,East,3975,0,0.13041517,2801,0,1174,0,NA
590,4041,Junior,Operations,East,5253,0,0.1850576,3813,0,1440,0,NA
591,4337,Junior,Operations,South,420,0,0.025889641,360,0,60,0,NA
592,4402,Junior,Operations,South,1893,0,0.098741978,1607,0,286,0,NA
593,4443,MidLevel,Marketing,Central,1638,814,0.062231787,1340,423,298,391,NA
594,4449,MidLevel,Sales,Central,4017,810,0.12626213,2625,465,1392,345,118.68093
595,4667,Junior,Operations,South,1983,0,0.087288871,1489,0,494,0,NA
596,4909,Junior,G&A,East,1833,0,0.25393865,1357,0,476,0,NA
597,5125,Junior,Operations,West,1094,44,0.044791639,756,44,338,0,NA
598,5129,Junior,Operations,West,3204,0,0.083209828,1558,0,1646,0,NA
599,5745,Junior,G&A,West,324,0,0.043858215,286,0,38,0,NA
600,6121,Junior,Operations,West,369,0,0.018812742,323,0,46,0,NA
601,6348,Exec,Operations,Central,7116,0,0.36313927,6514,0,602,0,NA
602,6351,Junior,G&A,West,3948,2227,0.3159669,2892,1782,1056,445,NA
603,6353,MidLevel,Operations,West,7106,0,0.29628417,7008,0,98,0,NA
604,6407,MidLevel,Operations,West,1651,0,0.11679467,1155,0,496,0,NA
605,6482,Junior,G&A,West,1241,5,0.068660863,843,5,398,0,NA
606,9124,Junior,Operations,West,783,77,0.040725462,443,60,340,17,NA
607,10747,Junior,R&D,Central,1510,297,0.016543834,584,235,926,62,NA
608,10749,Junior,Sales,East,1065,203,0.009316754,487,179,578,24,35.441265
609,11614,MidLevel,R&D,Central,5110,796,0.086927593,2008,585,3102,211,NA
